job_title,level_job,job_type,annual_salary_usd,benefits,onsite_remote,category_job,company,location,skills,country,region
DataOps Engineer,Senior,Full Time,88500.0,"Career development,Fitness / gym,Health care,Insurance",onsite,,, Warsaw,"Airflow, Architecture, AWS, Business Analytics, CI/CD, Consulting, Databricks",,
Senior Data Scientist | Product,Senior,Full Time,185000.0,"401(k) matching,Career development,Equity,Fertility benefits,Health care",remote,,, Remote,"A/B testing, Airflow, BigQuery, Computer Science, Dagster, Data analysis, Economics",,
Data Engineer Â Innovation Program,Senior,Full Time,147500.0,Flex hours,onsite,,, Portugal,"APIs, Big Data, Computer Science, Data analysis, Data management, Data Mining, Engineering",Portugal,World
Senior Data Analyst for Leading with SaaS (m/f/x),Senior,Full Time,,"Career development,Equity,Relocation support,Startup environment",onsite,,, Austria,"Data analysis, Data visualization, Economics, Engineering, Excel, Power BI, Python",Austria,World
Mid-level Analytics Engineer,Mid,Full Time,81000.0,"Fitness / gym,Flex hours,Health care,Insurance,Wellness",remote,,,EBANX HQ or Remote,"Airflow, AWS, Azure, BigQuery, Data analysis, Data Analytics, Data pipelines",,
Data Engineer,Mid,Full Time,96500.0,"Career development,Flex hours,Flex vacation,Health care",onsite,,, India,"Agile, Airflow, AWS, Big Data, Data pipelines, Distributed Systems, ETL",India,World
Data Engineer - Ops Support,Mid,Full Time,96500.0,,onsite,,, Argentina,"AWS, Azure, Big Data, DB2, ETL, Hadoop, Kafka",Argentina,Latin America
Staff Data Scientist,Senior,Full Time,98500.0,"Career development,Competitive pay,Equity,Health care,Salary bonus",onsite,,, WA,"Computer Science, Deep Learning, Engineering, Industrial, Machine Learning, Perl, PhD",,
Staff Machine Learning Engineer,Mid,Full Time,80500.0,"Career development,Lunch / meals,Pet friendly",onsite,,, Canada,"A/B testing, Athena, AWS, Data analysis, Data management, Engineering, Machine Learning",Canada,World
Business Intelligence Developer,N/A,Full Time,90000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Insurance",onsite,,, VA,"AWS, Business Intelligence, Computer Science, Consulting, Consulting firm, Data visualization, Data Warehousing",,
Data Analyst,Mid,Full Time,98500.0,Team events,onsite,,, Israel,"A/B testing, APIs, Chatbots, Computer Science, Data strategy, Data visualization, Deep Learning",Israel,World
Data Scientist,Senior,Full Time,157000.0,Flex hours,onsite,,, India,"Agile, Azure, Business Intelligence, Computer Science, CX, Data analysis, Docker",India,World
Senior Machine Learning Engineer,Mid,Full Time,104500.0,"Career development,Health care,Insurance",onsite,,, United States,"A/B testing, Athena, AWS, Data analysis, Data management, Engineering, Machine Learning",United States,World
Senior Data Engineer - Java / Scala,Senior,Full Time,147500.0,"Career development,Flex hours",onsite,,, India,"Agile, Clustering, Computer Science, Data governance, Data Mining, DB2, Engineering",India,World
Principal Data Engineer (UK Wide),Mid,Full Time,96500.0,"Career development,Flex hours,Health care",onsite,,, United Kingdom,"Agile, AWS, CI/CD, Data pipelines, Engineering, GCP, Google Cloud",United Kingdom,World
Data Analyst,N/A,Full Time,102500.0,"Career development,Insurance,Parental leave,Salary bonus",onsite,,, United States,"Computer Science, Data management, Data quality, Engineering",United States,World
Lead Data Scientist,Senior,Full Time,106000.0,,onsite,,, India,"Clustering, Computer Science, Data analysis, Databricks, Hadoop, Machine Learning, ML models",India,World
"Senior Software Engineer, Data Platform, PLG",Senior,Full Time,263500.0,"Equity,Flex hours,Flex vacation,Health care,Insurance",onsite,,,San Francisco,"BigQuery, Data analysis, Data governance, Data pipelines, Data quality, Data warehouse, Engineering",,
Data Engineer,Mid,Full Time,96500.0,"Career development,Flex hours,Flex vacation,Home office stipend,Startup environment",onsite,,, Portugal,"Agile, Airflow, APIs, Architecture, Azure, CI/CD, Computer Science",Portugal,World
BigData Hadoop Manager,Senior,Full Time,78500.0,"Career development,Startup environment",onsite,,, India,"Agile, Architecture, AWS, Big Data, CI/CD, Computer Science, Data management",India,World
Microsoft Power BI Developer,Senior,Full Time,78500.0,"Career development,Flex hours",onsite,,, India,"Agile, Architecture, Azure, Business Intelligence, Computer Science, Data analysis, Data Analytics",India,World
Senior Data Engineer,Senior,Full Time,,"Career development,Equity,Flex vacation,Salary bonus",remote,,, Remote,"Agile, Airflow, APIs, BigQuery, Bigtable, Data Analytics, Data pipelines",,
Chatbot Engineer (GPT expert),Mid,Full Time,65000.0,"Career development,Competitive pay,Equity,Flex hours,Health care",remote,,, Remote,"Chatbots, ChatGPT, Computer Science, GPT, Machine Learning, NLP, OpenAI",,
Principal Data Engineer,Senior,Full Time,,"Career development,Competitive pay,Equity,Flex hours,Flex vacation",remote,,, Remote,"Airflow, APIs, Architecture, AWS, Big Data, Databricks, Docker",,
?Machine Learning Engineer,Senior,Full Time,166000.0,"Career development,Flex hours,Health care",remote,,,Remote,"APIs, AWS, Clustering, Computer Science, Computer Vision, DevOps, Docker",,
Computer Vision Engineer,Senior,Full Time,,,onsite,,, GA,"3D Reconstruction, Big Data, Classification, Computer Science, Computer Vision, CUDA, Deep Learning",,
Data Engineer,Senior,Full Time,147500.0,"Career development,Fitness / gym,Health care,Insurance",onsite,,, Warsaw,"Airflow, AWS, Business Analytics, Consulting, Databricks, DataOps, Data pipelines",,
Computer Vision Research Engineer,Mid,Full Time,199500.0,"Career development,Health care,Team events",remote,,, Remote,"Classification, Computer Science, Computer Vision, Deep Learning, Engineering, Keras, Machine Learning",,
Sr Data Engineer,Senior,Full Time,147500.0,"Career development,Flex hours",onsite,,, Saltillo,"Agile, APIs, Azure, Big Data, Computer Science, Databricks, Data management",,
Data Analyst,Mid,Full Time,98500.0,"Career development,Flex hours,Health care,Team events",onsite,,, United Kingdom,"Business Intelligence, Data analysis, Data Analytics, Engineering, Looker, Python, R",United Kingdom,World
Senior BI Developer,Senior,Full Time,69000.0,Startup environment,onsite,,, Mauritius,"Agile, Business Intelligence, Data warehouse, ETL, Power BI, Security, SQL",Mauritius,World
Senior Machine Learning Engineer (MLOps),Senior,Full Time,166000.0,"Career development,Salary bonus,Startup environment,Team events,Unlimited paid time off",onsite,,, Germany,"Agile, Airflow, APIs, Azure, Data pipelines, DevOps, Engineering",Germany,World
Machine Learning Engineer,Senior,Full Time,112500.0,"401(k) matching,Career development,Conferences,Flex vacation,Team events",onsite,,,,"APIs, AWS, Computer Science, DynamoDB, Elasticsearch, Engineering, Hadoop",,
Product Engineer I - Big Data,Senior,Full Time,78500.0,"Career development,Flex vacation",onsite,,, India,"Agile, Airflow, Architecture, AWS, Big Data, Computer Science, Engineering",India,World
Junior Data Engineer,Entry,Full Time,97000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Insurance",onsite,,, VA,"Agile, Consulting, Consulting firm, Data management, ETL, Machine Learning, PySpark",,
Cloud Data Engineer,Senior,Full Time,88500.0,Health care,remote,,,Remote,"Architecture, Athena, AWS, Azure, Big Data, Databricks, Data pipelines",,
Senior Data Analyst,Senior,Full Time,189000.0,"Equity,Flex vacation,Health care,Insurance,Medical leave",remote,,, Remote,"BigQuery, Data analysis, ETL, Looker, Python, R, SQL",,
Big Data Specialist,Senior,Full Time,,"Flex hours,Flex vacation,Parental leave,Startup environment",onsite,,, United States,"Agile, Ansible, Architecture, Azure, Big Data, CI/CD, Computer Science",United States,World
Master Data Engineer/Data Architect,Senior,Full Time,165000.0,"Career development,Competitive pay,Flex hours,Flex vacation,Insurance",onsite,,, VA,"Agile, Consulting, Consulting firm, Data management, ETL, Machine Learning, PySpark",,
Data Engineer,Mid,Full Time,96500.0,"401(k) matching,Career development,Competitive pay,Health care,Insurance",remote,,, Remote,"Agile, Big Data, Consulting, Consulting firm, Data pipelines, ETL, Pipelines",,
Data Visualization Engineer,Senior,Full Time,88500.0,Health care,remote,,,Remote,"AWS, Azure, Business Intelligence, Data visualization, Data warehouse, Pipelines, Python",,
Data Engineer,Senior,Full Time,147500.0,"Career development,Equity,Flex hours,Startup environment",onsite,,, ESP,"Airflow, AWS, Data Analytics, Data pipelines, Data quality, Engineering, ETL",,
Senior Big Data Engineer,Senior,Full Time,45000.0,"401(k) matching,Career development,Competitive pay,Flex hours,Startup environment",onsite,,, MA,"Agile, Airflow, AWS, Big Data, Databricks, Data pipelines, Engineering",,
Power BI/Azure Data Specialist,Mid,Full Time,109000.0,Career development,onsite,,, Greece,"Azure, ETL, Power BI, RDBMS",Greece,World
Sr. Machine Learning Engineer,Senior,Full Time,152500.0,"Career development,Competitive pay,Equity,Flex hours,Insurance",remote,,,Remote,"APIs, Computer Science, Computer Vision, Data analysis, Data visualization, Deep Learning, Docker",,
Data Scientist / Machine Learning Engineer (m/w/d),Entry,Full Time,,,onsite,,, Austria,"AWS, Azure, Big Data, Data Analytics, GCP, Google Cloud, Keras",Austria,World
Product Engineer I - Matching/ Data Analyst,Entry,Full Time,53000.0,Career development,onsite,,, India,"Architecture, AWS, Bitbucket, Cassandra, Consulting, Data analysis, DB2",India,World
ML Engineer / Data Scientist,Senior,Full Time,157000.0,"Career development,Equity,Flex vacation,Gear,Health care",remote,,,Remote,"Agile, Airflow, AWS, Blockchain, Computer Science, Crypto, Docker",,
Machine Learning Engineer,Senior,Full Time,150000.0,"Career development,Health care,Insurance,Medical leave",onsite,,, United States,"Agile, Airflow, APIs, Architecture, AWS, Azure, CI/CD",United States,World
Software Engineer (Machine Learning team),Mid,Full Time,72500.0,"Career development,Flex hours,Flex vacation,Startup environment,Team events",onsite,,, Portugal,"Agile, APIs, Architecture, Azure, Computer Science, DevOps, Docker",Portugal,World
Data Analyst,Entry,Full Time,60000.0,"401(k) matching,Career development,Equity,Flex hours,Flex vacation",remote,,, United States,"Computer Science, Data analysis, Engineering, ETL, Excel, Mathematics, Statistics",United States,World
Project Manager A/ML,Executive,Full Time,93000.0,"Career development,Team events",onsite,,, India,"Agile, Computer Vision, Engineering, Machine Learning, NLP, R, Research",India,World
Staff Data Engineer,Senior,Full Time,78500.0,"Career development,Flex hours,Startup environment",onsite,,, India,"Agile, AI governance, Architecture, Big Data, Engineering, Git, Golang",India,World
Senior Data Engineer bei eBike Systems (w/m/div.),Senior,Full Time,147500.0,Team events,onsite,,, Germany,"Airflow, Big Data, CI/CD, Databricks, Data pipelines, Data warehouse, Engineering",Germany,World
"Data Scientist, Liquidity Management",Senior,Full Time,157000.0,Career development,remote,,, and Canada,"Economics, Engineering, Finance, Machine Learning, Mathematics, Matlab, ML models",Canada,World
BI Data Analyst (Full Remote),Mid,Full Time,72500.0,"Career development,Competitive pay,Health care,Medical leave,Team events",remote,,, Remote,"Azure, Business Analytics, Business Intelligence, Data analysis, Databricks, Data governance, Data warehouse",,
Data Analyst (Event Analysis and Insight),N/A,Full Time,102500.0,Career development,onsite,,,Montreal,"Computer Science, Economics, Finance, Privacy, Python, Research",,
Data Scientist,Entry,Full Time,69500.0,"Career development,Competitive pay,Flex hours",onsite,,, India,"Agile, APIs, AWS, Azure, Banking, Business Intelligence, Computer Science",India,World
"Computational Biologist - RNA Therapeutics, Design Team",Senior,Full Time,98500.0,"Career development,Startup environment",onsite,,, MA,"AWS, Biology, Engineering, GitHub, Machine Learning, PhD, Pipelines",,
Data Scientist (Data Analyst) - League of Lending Team,Mid,Full Time,52500.0,"Career development,Fitness / gym,Flex vacation,Health care,Medical leave",onsite,,, United Kingdom,"Credit risk, Engineering, Machine Learning, Mathematics, Matlab, ML models, MLOps",United Kingdom,World
Data Analyst - Finance Monitoring,Senior,Full Time,111000.0,Career development,onsite,,,Milan,"BigQuery, Classification, Data warehouse, Econometrics, Engineering, Finance, Git",,
Research Engineer- Atmospheric Perils Vulnerability,Entry,Full Time,199500.0,"Career development,Equity,Insurance,Startup environment,Team events",onsite,,, United States,"Data Mining, Data visualization, Engineering, Excel, Fortran, Machine Learning, Matlab",United States,World
R&D Data Analyst,Senior,Full Time,111000.0,"Salary bonus,Team events",onsite,,,Herzliya,"AWS, Computer Science, Data analysis, Data Analytics, Data pipelines, Data visualization, Engineering",,
Data Scientist,Mid,Full Time,88000.0,"Career development,Health care,Insurance,Team events",onsite,,, United States,"Agile, Architecture, AWS, Azure, Big Data, Computer Science, Consulting",United States,World
Senior Data Scientist - Fraud Team,Senior,Full Time,157000.0,"Career development,Fitness / gym,Flex hours,Flex vacation,Health care",onsite,,, Brazil,"AWS, Data analysis, Engineering, Machine Learning, Mathematics, Privacy, Prototyping",Brazil,Latin America
ETL QA Automation Engineer (Python & SQL experience needed),N/A,Full Time,,"Career development,Competitive pay,Equity,Flex hours,Flex vacation",remote,,, Remote,"Consulting, Data quality, ETL, Mathematics, Privacy, Python, SQL",,
Clinical Data Scientist,Mid,Full Time,72500.0,Career development,onsite,,, Germany,"Computer Science, Data management, Data Warehousing, ELT, Engineering, ETL, Excel",Germany,World
(Senior) BI Analyst / Analytics Engineer (all genders),Senior,Full Time,147000.0,"Career development,Equity,Startup environment,Team events",onsite,,, Germany,"Agile, Airflow, AWS, Business Intelligence, Computer Science, Data warehouse, Docker",Germany,World
Sr. Business Intelligence Engineer,Senior,Full Time,88500.0,"Career development,Flex vacation,Health care,Parental leave",remote,,,Remote,"Business Intelligence, Data Warehousing, ETL, Finance, GitHub, Looker, Qlik",,
"Senior Software Engineer I, Data Engineering (Hybrid)",Senior,Full Time,158500.0,"Equity,Health care,Insurance,Salary bonus,Startup environment",onsite,,, TX,"Airflow, Architecture, AWS, Big Data, Computer Science, Data pipelines, EC2",,
